ASSET ID,FEATURE TYPE,DIVISION NAME,LOCATION NAME,Location 1,LATITUDE,LONGITUDE
SEAT1738,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276236, 149.12882)",-35.276236,149.12882
SEAT3144,SEAT,STIRLING,BARLEE PLACE NEIGHBOURHOOD PARK,"(-35.351745, 149.0524)",-35.351745,149.0524
TABL877,TABLE,FRANKLIN,ELIZABETH JOLLEY CRESCENT NEIGHBOURHOOD PARK,"(-35.188725, 149.145532)",-35.188725,149.145532
SEAT1340,SEAT,LYNEHAM,ELLENBOROUGH STREET - PEDESTRIAN PARKLAND,"(-35.240775, 149.123953)",-35.240775,149.123953
SEAT2086,SEAT,BELCONNEN,TOTTERDELL STREET PEDESTRIAN PARKLAND,"(-35.232542, 149.060249)",-35.232542,149.060249
SEAT4269,SEAT,KINGSTON,KINGSTON SHOPPING CENTRE,"(-35.315758, 149.140297)",-35.315758,149.140297
SEAT256,SEAT,GREENWAY,TUGGERANONG TOWN PARK,"(-35.410766, 149.065469)",-35.410766,149.065469
TABL970,TABLE,BELCONNEN,DIDDAMS CLOSE PEDESTRIAN PARKLAND,"(-35.22942, 149.074251)",-35.22942,149.074251
SEAT3084,SEAT,GREENWAY,LAKE TUGGERANONG DISTRICT PARK,"(-35.401272, 149.069336)",-35.401272,149.069336
SEAT4037,SEAT,GREENWAY,LAKE TUGGERANONG DISTRICT PARK,"(-35.402763, 149.072297)",-35.402763,149.072297
SEAT3823,SEAT,MACARTHUR,MACARTHUR COMMUNITY PARK,"(-35.408156, 149.128587)",-35.408156,149.128587
SEAT2306,SEAT,FRASER,FOSKETT STREET NEIGHBOURHOOD PARK,"(-35.190824, 149.050211)",-35.190824,149.050211
SEAT2810,SEAT,YARRALUMLA,ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,"(-35.298716, 149.110545)",-35.298716,149.110545
SEAT3957,SEAT,HARRISON,CULTIVATION STREET PEDESTRIAN PARKLAND,"(-35.196272, 149.157194)",-35.196272,149.157194
TABL103,TABLE,CITY,MARCUS CLARKE STREET,"(-35.276088, 149.126883)",-35.276088,149.126883
SEAT5437,SEAT,MONASH,MAULT PLACE PEDESTRIAN PARKLAND,"(-35.417812, 149.082684)",-35.417812,149.082684
TABL269,TABLE,YARRALUMLA,ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,"(-35.298635, 149.110433)",-35.298635,149.110433
SEAT1550,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276816, 149.127234)",-35.276816,149.127234
SEAT3081,SEAT,KINGSTON,KINGSTON SHOPPING CENTRE,"(-35.314919, 149.141749)",-35.314919,149.141749
SEAT929,SEAT,ISAACS,ROSSON PLACE - PEDESTRIAN PARKLAND,"(-35.372462, 149.112437)",-35.372462,149.112437
SEAT3506,SEAT,GRIFFITH,FLINDERS WAY - MANUKA SHOPS,"(-35.320533, 149.133744)",-35.320533,149.133744
SEAT2208,SEAT,CHARNWOOD,BUCKMASTER CRESCENT PEDESTRIAN PARKLAND,"(-35.199929, 149.0265)",-35.199929,149.0265
SEAT3384,SEAT,MAWSON,MAWSON SHOPPING CENTRE,"(-35.364676, 149.094826)",-35.364676,149.094826
TABL53,TABLE,LATHAM,UMBAGONG DISTRICT PARK,"(-35.211631, 149.031068)",-35.211631,149.031068
SEAT1576,SEAT,ACTON,ACTON PARK DISTRICT PARK,"(-35.291114, 149.126431)",-35.291114,149.126431
SEAT4632,SEAT,HARRISON,FLEMINGTON ROAD ROAD VERGE,"(-35.200603, 149.149592)",-35.200603,149.149592
TABL890,TABLE,CITY,GLEBE PARK,"(-35.281864, 149.136329)",-35.281864,149.136329
SEAT295,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.415185, 149.070048)",-35.415185,149.070048
SEAT1248,SEAT,LYNEHAM,LYNEHAM SHOPS,"(-35.252322, 149.124498)",-35.252322,149.124498
SEAT5435,SEAT,GOWRIE,FINLAY PLACE PEDESTRIAN PARKLAND,"(-35.413566, 149.114849)",-35.413566,149.114849
SEAT223,SEAT,KAMBAH,LASCELLES CIRCUIT - PEDESTRIAN PARKLAND,"(-35.38259, 149.062161)",-35.38259,149.062161
SEAT3124,SEAT,GUNGAHLIN,ADLARD PLACE PEDESTRIAN PARKLAND,"(-35.183133, 149.145554)",-35.183133,149.145554
SEAT4255,SEAT,DICKSON,DICKSON SHOPPING CENTRE,"(-35.25041, 149.13923)",-35.25041,149.13923
SEAT591,SEAT,BANKS,WILSON CRESCENT - NEIGHBOURHOOD PARK,"(-35.471731, 149.100168)",-35.471731,149.100168
SEAT21,SEAT,NICHOLLS,BLACKLOCK CLOSE NEIGHBOURHOOD PARK,"(-35.185711, 149.10587)",-35.185711,149.10587
SEAT334,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457104, 149.092579)",-35.457104,149.092579
SEAT4612,SEAT,PHILLIP,WORGAN STREET ROAD VERGE,"(-35.341957, 149.084339)",-35.341957,149.084339
SEAT3843,SEAT,FORDE,FORDE LINK PARK,"(-35.167519, 149.142782)",-35.167519,149.142782
SEAT1780,SEAT,CITY,ALLARA STREET,"(-35.283028, 149.133148)",-35.283028,149.133148
SEAT211,SEAT,KAMBAH,FAITHFULL CIRCUIT - PEDESTRIAN PARKLAND,"(-35.380768, 149.046683)",-35.380768,149.046683
SEAT1035,SEAT,CURTIN,COLEBATCH PLACE - PEDESTRIAN PARKLAND,"(-35.328603, 149.079588)",-35.328603,149.079588
SEAT4510,SEAT,O'CONNOR,BANKSIA STREET PEDESTRIAN PARKLAND,"(-35.257422, 149.118697)",-35.257422,149.118697
SEAT3601,SEAT,BELCONNEN,DIDDAMS CLOSE PEDESTRIAN PARKLAND - DOG PARK,"(-35.228641, 149.073125)",-35.228641,149.073125
SEAT3883,SEAT,RIVETT,BANGALAY CRESCENT NEIGHBOURHOOD PARK,"(-35.347502, 149.038288)",-35.347502,149.038288
SEAT1458,SEAT,DICKSON,DICKSON SHOPPING CENTRE,"(-35.250114, 149.139382)",-35.250114,149.139382
SEAT3349,SEAT,PHILLIP,KELTIE STREET ROAD VERGE,"(-35.345277, 149.085389)",-35.345277,149.085389
SEAT3136,SEAT,CURTIN,PHILP PLACE NEIGHBOURHOOD PARK,"(-35.326462, 149.080596)",-35.326462,149.080596
SEAT1640,SEAT,CITY,EAST ROW ROAD VERGE,"(-35.278775, 149.130493)",-35.278775,149.130493
SEAT327,SEAT,GREENWAY,TUGGERANONG TOWN PARK,"(-35.412867, 149.065845)",-35.412867,149.065845
TABL313,TABLE,YARRALUMLA,WESTON PARK,"(-35.293673, 149.093046)",-35.293673,149.093046
SEAT5438,SEAT,EVATT,CARLILE STREET PEDESTRIAN PARKLAND,"(-35.218822, 149.067657)",-35.218822,149.067657
SEAT2154,SEAT,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.235868, 149.077007)",-35.235868,149.077007
SEAT998,SEAT,FISHER,MOONTA PLACE - NEIGHBOURHOOD PARK,"(-35.357594, 149.052235)",-35.357594,149.052235
SEAT2979,SEAT,MACQUARIE,JAMISON SHOPPING CENTRE,"(-35.25326, 149.071196)",-35.25326,149.071196
SEAT3339,SEAT,DUFFY,ROCKLANDS STREET - NEIGHBOURHOOD PARK,"(-35.3314, 149.037737)",-35.3314,149.037737
SEAT3063,SEAT,CITY,HOBART PLACE,"(-35.279166, 149.126141)",-35.279166,149.126141
TABL69,TABLE,TURNER,HAIG PARK,"(-35.268888, 149.126517)",-35.268888,149.126517
SEAT3096,SEAT,MAWSON,MAWSON SHOPPING CENTRE,"(-35.365311, 149.094463)",-35.365311,149.094463
SEAT4494,SEAT,AMAROO,AMAROO SHOPPING CENTRE,"(-35.165058, 149.131608)",-35.165058,149.131608
SEAT1221,SEAT,O'CONNOR,"O""CONNOR SHOPPING CENTRE","(-35.264432, 149.122394)",-35.264432,149.122394
SEAT4620,SEAT,WATSON,FEDERAL HIGHWAY  PEDESTRIAN PARKLAND,"(-35.224211, 149.169282)",-35.224211,149.169282
SEAT3193,SEAT,PHILLIP,PHILLIP TOWN CENTRE,"(-35.344473, 149.086926)",-35.344473,149.086926
TABL174,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291523, 149.099716)",-35.291523,149.099716
SEAT2490,SEAT,SCULLIN,GATTY STREET PEDESTRIAN PARKLAND,"(-35.231827, 149.039634)",-35.231827,149.039634
SEAT430,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.418681, 149.067852)",-35.418681,149.067852
SEAT137,SEAT,MONASH,SHIRRA CLOSE - NEIGHBOURHOOD PARK,"(-35.409329, 149.096668)",-35.409329,149.096668
SEAT4356,SEAT,FORDE,FORDE SHOPPING CENTRE,"(-35.171378, 149.142948)",-35.171378,149.142948
SEAT5439,SEAT,MELBA,LOVELOCK COURT PEDESTRIAN PARKLAND,"(-35.217894, 149.052707)",-35.217894,149.052707
SEAT842,SEAT,PHILLIP,PHILLIP TOWN CENTRE,"(-35.344404, 149.087267)",-35.344404,149.087267
SEAT4168,SEAT,CRACE,ERROL STREET ROAD VERGE,"(-35.200437, 149.105686)",-35.200437,149.105686
SEAT4481,SEAT,PHILLIP,EASTY STREET ROAD VERGE,"(-35.346472, 149.091018)",-35.346472,149.091018
SEAT3276,SEAT,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.233797, 149.073323)",-35.233797,149.073323
SEAT2797,SEAT,RED HILL,GOLDEN GROVE - NEIGHBOURHOOD PARK,"(-35.336473, 149.126064)",-35.336473,149.126064
SEAT1513,SEAT,CITY,GLEBE PARK,"(-35.281312, 149.134778)",-35.281312,149.134778
SEAT4203,SEAT,O'CONNOR,"O""CONNOR SHOPPING CENTRE","(-35.263741, 149.122552)",-35.263741,149.122552
SEAT2040,SEAT,BELCONNEN,MARGARET TIMPSON PARK,"(-35.238572, 149.068568)",-35.238572,149.068568
SEAT2150,SEAT,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.235527, 149.072812)",-35.235527,149.072812
SEAT3139,SEAT,RIVETT,RIVETT SHOPPING CENTRE,"(-35.347282, 149.036498)",-35.347282,149.036498
SEAT5440,SEAT,MELBA,LOVELOCK COURT PEDESTRIAN PARKLAND,"(-35.218453, 149.052166)",-35.218453,149.052166
SEAT1964,SEAT,AINSLIE,HODDLE GARDENS - PEDESTRIAN PARKLAND,"(-35.260793, 149.148268)",-35.260793,149.148268
TABL843,TABLE,MACARTHUR,MACARTHUR COMMUNITY PARK,"(-35.408224, 149.12869)",-35.408224,149.12869
SEAT3877,SEAT,KAMBAH,LYALL CRESCENT NEIGHBOURHOOD PARK,"(-35.375951, 149.043148)",-35.375951,149.043148
SEAT2882,SEAT,GUNGAHLIN,YERRABI DISTRICT PARK,"(-35.176128, 149.133433)",-35.176128,149.133433
SEAT2373,SEAT,HOLT,KIPPAX FAIR,"(-35.222267, 149.01859)",-35.222267,149.01859
SEAT3127,SEAT,CURTIN,CURTIN SHOPPING CENTRE,"(-35.324979, 149.082341)",-35.324979,149.082341
TABL897,TABLE,CITY,GLEBE PARK,"(-35.28249, 149.136676)",-35.28249,149.136676
SEAT1606,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276931, 149.128963)",-35.276931,149.128963
SEAT652,SEAT,TORRENS,TORRENS PLACE - PEDESTRIAN PARKLAND,"(-35.373053, 149.088057)",-35.373053,149.088057
SEAT4514,SEAT,YARRALUMLA,WESTON PARK,"(-35.287811, 149.095507)",-35.287811,149.095507
TABL523,TABLE,FYSHWICK,MOLONGLO REACH WATER SKI,"(-35.304911, 149.174633)",-35.304911,149.174633
SEAT1635,SEAT,CITY,CITY HILL,"(-35.281973, 149.128532)",-35.281973,149.128532
SEAT2809,SEAT,YARRALUMLA,ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,"(-35.298741, 149.11065)",-35.298741,149.11065
TABL4,TABLE,BELCONNEN,GINNINDERRA PENINSULA DISTRICT PARK,"(-35.229496, 149.075021)",-35.229496,149.075021
SEAT441,SEAT,GOWRIE,WRAY PLACE - NEIGHBOURHOOD PARK,"(-35.407335, 149.111237)",-35.407335,149.111237
SEAT2477,SEAT,PAGE,PAGE SHOPPING CENTRE,"(-35.23961, 149.052398)",-35.23961,149.052398
TABL270,TABLE,YARRALUMLA,ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,"(-35.298536, 149.110549)",-35.298536,149.110549
SEAT2044,SEAT,BELCONNEN,MARGARET TIMPSON PARK,"(-35.238374, 149.068172)",-35.238374,149.068172
SEAT143,SEAT,MONASH,ALABASTER STREET - NEIGHBOURHOOD PARK,"(-35.413797, 149.092215)",-35.413797,149.092215
SEAT1009,SEAT,FARRER,FARRER SHOPPING CENTRE,"(-35.375134, 149.101413)",-35.375134,149.101413
SEAT4647,SEAT,KINGSTON,NORGROVE NEIGHBOURHOOD PARK,"(-35.314272, 149.147522)",-35.314272,149.147522
SEAT681,SEAT,PHILLIP,HALLEN CLOSE - NEIGHBOURHOOD PARK,"(-35.352473, 149.096882)",-35.352473,149.096882
TABL414,TABLE,GUNGAHLIN,YERRABI DISTRICT PARK,"(-35.176058, 149.134945)",-35.176058,149.134945
SEAT4130,SEAT,MACGREGOR,REFSHAUGE CRESCENT NEIGHBOURHOOD PARK,"(-35.204912, 149.00249)",-35.204912,149.00249
TABL64,TABLE,TURNER,HAIG PARK,"(-35.269715, 149.128461)",-35.269715,149.128461
SEAT41,SEAT,NGUNNAWAL,BARGANG CRESCENT NEIGHBOURHOOD PARK,"(-35.171844, 149.102055)",-35.171844,149.102055
SEAT4485,SEAT,AMAROO,AMAROO SHOPPING CENTRE,"(-35.16465, 149.13258)",-35.16465,149.13258
SEAT3613,SEAT,GARRAN,GARRAN SHOPPING CENTRE,"(-35.342341, 149.10828)",-35.342341,149.10828
SEAT328,SEAT,GREENWAY,TUGGERANONG TOWN PARK,"(-35.412801, 149.065858)",-35.412801,149.065858
SEAT2655,SEAT,GRIFFITH,FLINDERS WAY - MANUKA SHOPPING CENTRE,"(-35.321034, 149.133406)",-35.321034,149.133406
TABL395,TABLE,FADDEN,FADDEN PINES DISTRICT PARK,"(-35.410426, 149.119962)",-35.410426,149.119962
SEAT3053,SEAT,CITY,PETRIE PLAZA,"(-35.279247, 149.132798)",-35.279247,149.132798
SEAT2338,SEAT,GREENWAY,EILEEN GOOD STREET NEIGHBOURHOOD PARK,"(-35.413306, 149.062808)",-35.413306,149.062808
SEAT3113,SEAT,REID,DIRRAWAN GARDENS,"(-35.282562, 149.139955)",-35.282562,149.139955
SEAT155,SEAT,MONASH,FALCONER STREET - PEDESTRIAN PARKLAND,"(-35.418075, 149.089558)",-35.418075,149.089558
SEAT4616,SEAT,PHILLIP,FURZER STREET ROAD VERGE,"(-35.342909, 149.084186)",-35.342909,149.084186
SEAT3454,SEAT,CITY,GLEBE PARK,"(-35.281622, 149.13548)",-35.281622,149.13548
SEAT4097,SEAT,CRACE,MEDHURST CRESCENT NEIGHBOURHOOD PARK,"(-35.197325, 149.10703)",-35.197325,149.10703
TABL510,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292461, 149.099549)",-35.292461,149.099549
SEAT3242,SEAT,WATSON,WATSON SHOPS,"(-35.238971, 149.153468)",-35.238971,149.153468
SEAT4247,SEAT,DICKSON,DICKSON SHOPPING CENTRE,"(-35.250204, 149.139642)",-35.250204,149.139642
SEAT2808,SEAT,YARRALUMLA,MARINER PLACE - PEDESTRIAN PARKLAND,"(-35.298689, 149.118094)",-35.298689,149.118094
SEAT1733,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276093, 149.128601)",-35.276093,149.128601
SEAT4449,SEAT,FARRER,FARRER PLACE PEDESTRIAN PARKLAND,"(-35.375096, 149.101703)",-35.375096,149.101703
SEAT1455,SEAT,DICKSON,DICKSON SHOPPING CENTRE,"(-35.25007, 149.139298)",-35.25007,149.139298
SEAT3082,SEAT,GREENWAY,DRAKEFORD DRIVE - PEDESTRIAN PARKLAND,"(-35.416736, 149.073867)",-35.416736,149.073867
SEAT2539,SEAT,BARTON,TELOPEA PARK,"(-35.313675, 149.138075)",-35.313675,149.138075
SEAT1100,SEAT,CHAPMAN,BERTEL CRESCENT - NEIGHBOURHOOD PARK,"(-35.360665, 149.043903)",-35.360665,149.043903
SEAT114,SEAT,WANNIASSA,BRODRIBB STREET - NEIGHBOURHOOD PARK,"(-35.39645, 149.101024)",-35.39645,149.101024
TABL912,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.22729, 149.063386)",-35.22729,149.063386
SEAT2039,SEAT,BELCONNEN,MARGARET TIMPSON PARK,"(-35.238559, 149.068568)",-35.238559,149.068568
SEAT3209,SEAT,PHILLIP,PHILLIP SHOPPING CENTRE,"(-35.344593, 149.085664)",-35.344593,149.085664
SEAT2187,SEAT,BRUCE,HAYDON DRIVE PEDESTRIAN PARKLAND,"(-35.240435, 149.091494)",-35.240435,149.091494
SEAT2128,SEAT,BELCONNEN,THURLOW PLACE PEDESTRIAN PARKLAND,"(-35.244351, 149.070811)",-35.244351,149.070811
SEAT2098,SEAT,BELCONNEN,DIDDAMS CLOSE PEDESTRIAN PARKLAND,"(-35.229374, 149.070055)",-35.229374,149.070055
SEAT1509,SEAT,CITY,GLEBE PARK,"(-35.281196, 149.134714)",-35.281196,149.134714
SEAT3337,SEAT,CURTIN,CURTIN SHOPPING CENTRE,"(-35.325014, 149.082356)",-35.325014,149.082356
SEAT2371,SEAT,HOLT,KIPPAX FAIR,"(-35.22171, 149.018374)",-35.22171,149.018374
TABL129,TABLE,CAMPBELL,TRELOAR CRESCENT - PEDESTRIAN PARKLAND,"(-35.279884, 149.150981)",-35.279884,149.150981
SEAT2414,SEAT,KALEEN,KALEEN DISTRICT PLAYING FIELD,"(-35.226182, 149.104113)",-35.226182,149.104113
TABL442,TABLE,CAMPBELL,REMEMBERANCE PARK,"(-35.278979, 149.150349)",-35.278979,149.150349
SEAT3338,SEAT,CURTIN,CURTIN SHOPPING CENTRE,"(-35.324973, 149.082392)",-35.324973,149.082392
SEAT3788,SEAT,GUNGAHLIN,YERRABI DISTRICT PARK,"(-35.177027, 149.131203)",-35.177027,149.131203
SEAT2662,SEAT,GRIFFITH,FLINDERS WAY - MANUKA SHOPPING CENTRE,"(-35.320398, 149.133549)",-35.320398,149.133549
SEAT3913,SEAT,FRANKLIN,BARBARA JEFFERIS PEDESTRIAN PARKLAND,"(-35.190167, 149.145451)",-35.190167,149.145451
TABL145,TABLE,AINSLIE,CORROBOREE PARK,"(-35.268862, 149.142532)",-35.268862,149.142532
SEAT4516,SEAT,YARRALUMLA,WESTON PARK,"(-35.291473, 149.090736)",-35.291473,149.090736
SEAT1128,SEAT,TURNER,CONDAMINE STREET - NEIGHBOURHOOD PARK,"(-35.267393, 149.123298)",-35.267393,149.123298
SEAT3553,SEAT,BELCONNEN,EMU BANK PEDESTRIAN PARKLAND,"(-35.235844, 149.070073)",-35.235844,149.070073
SEAT3567,SEAT,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.237215, 149.073378)",-35.237215,149.073378
SEAT4151,SEAT,FRANKLIN,CLARE BURTON CIRCUIT PEDESTRIAN PARKLAND,"(-35.198784, 149.146447)",-35.198784,149.146447
TABL844,TABLE,CHIFLEY,SHANN PLACE NEIGHBOURHOOD PARK,"(-35.352842, 149.076188)",-35.352842,149.076188
SEAT4017,SEAT,FRANKLIN,GUNGADERRA CREEK PEDESTRIAN PARKLAND,"(-35.201196, 149.142424)",-35.201196,149.142424
TABL873,TABLE,RIVETT,BANGALAY CRESCENT NEIGHBOURHOOD PARK,"(-35.347768, 149.038193)",-35.347768,149.038193
SEAT724,SEAT,PHILLIP,WODEN TOWN PARK,"(-35.344345, 149.088524)",-35.344345,149.088524
SEAT2509,SEAT,WEETANGERA,MATHIESON CRESCENT NEIGHBOURHOOD PARK,"(-35.248991, 149.053713)",-35.248991,149.053713
SEAT3695,SEAT,FRANKLIN,GWEN MEREDITH LOOP PEDESTRIAN PARKLAND,"(-35.200397, 149.139091)",-35.200397,149.139091
SEAT109,SEAT,WANNIASSA,WANNIASSA SHOPPING CENTRE,"(-35.39119, 149.085717)",-35.39119,149.085717
SEAT1536,SEAT,CITY,MARCUS CLARKE STREET - ROAD VERGE,"(-35.276285, 149.126791)",-35.276285,149.126791
SEAT511,SEAT,FADDEN,DASH CRESCENT - PEDESTRIAN PARKLAND,"(-35.399384, 149.117871)",-35.399384,149.117871
SEAT632,SEAT,WESTON,WESTON SHOPPING CENTRE,"(-35.341779, 149.05279)",-35.341779,149.05279
SEAT3270,SEAT,BRUCE,BAUDINETTE CIRCUIT PEDESTRIAN PARKLAND,"(-35.243347, 149.09301)",-35.243347,149.09301
SEAT1812,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.279263, 149.131828)",-35.279263,149.131828
TABL363,TABLE,ISABELLA PLAINS,ISABELLA PLAINS LOCAL SHOPPING CENTRE,"(-35.428501, 149.09146)",-35.428501,149.09146
SEAT4559,SEAT,CITY,DARWIN PLACE,"(-35.280528, 149.125674)",-35.280528,149.125674
SEAT4113,SEAT,BONNER,NEIDJIE CLOSE NEIGHBOURHOOD PARK,"(-35.154059, 149.150382)",-35.154059,149.150382
SEAT3997,SEAT,PHILLIP,EDDISON DISTRICT PARK,"(-35.339914, 149.091554)",-35.339914,149.091554
SEAT2436,SEAT,LATHAM,DENNY STREET NEIGHBOURHOOD PARK,"(-35.217079, 149.026556)",-35.217079,149.026556
SEAT722,SEAT,PHILLIP,ARABANOO PARK,"(-35.344099, 149.089032)",-35.344099,149.089032
SEAT2318,SEAT,HALL,HALL VILLAGE RESERVE,"(-35.169084, 149.06884)",-35.169084,149.06884
SEAT106,SEAT,WANNIASSA,WANNIASSA SHOPPING CENTRE,"(-35.390629, 149.085526)",-35.390629,149.085526
SEAT3892,SEAT,WESTON,DILLON CLOSE NEIGHBOURHOOD,"(-35.337425, 149.054822)",-35.337425,149.054822
SEAT1883,SEAT,CAMPBELL,FERDINAND STREET - NEIGHBOURHOOD PARK,"(-35.281332, 149.156252)",-35.281332,149.156252
SEAT1830,SEAT,CITY,PETRIE PLAZA,"(-35.279798, 149.131026)",-35.279798,149.131026
TABL291,TABLE,YARRALUMLA,WESTON PARK,"(-35.292053, 149.090413)",-35.292053,149.090413
SEAT3873,SEAT,BONYTHON,MORICE PLACE NEIGHBOURHOOD PARK,"(-35.433134, 149.085161)",-35.433134,149.085161
TABL515,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292329, 149.099361)",-35.292329,149.099361
SEAT2105,SEAT,BELCONNEN,BEISSEL STREET PEDESTRIAN PARKLAND,"(-35.236095, 149.067572)",-35.236095,149.067572
SEAT4074,SEAT,YARRALUMLA,WESTON PARK DOG PARK,"(-35.298621, 149.093711)",-35.298621,149.093711
SEAT2454,SEAT,MCKELLAR,TIPPING PLACE PEDESTRIAN PARKLAND,"(-35.221325, 149.073582)",-35.221325,149.073582
SEAT1261,SEAT,LYNEHAM,GOODWIN STREET - PEDESTRIAN PARKLAND,"(-35.253996, 149.131451)",-35.253996,149.131451
SEAT4564,SEAT,BONNER,ESSIE COFFEY ST PEDESTRIAN PARKLAND,"(-35.153477, 149.139786)",-35.153477,149.139786
SEAT4703,SEAT,CHAPMAN,CHAPMAN SHOPPING CENTRE,"(-35.35561, 149.040943)",-35.35561,149.040943
SEAT493,SEAT,GORDON,KNOKE AVENUE - ROAD VERGE,"(-35.465655, 149.085566)",-35.465655,149.085566
SEAT4354,SEAT,GUNGAHLIN,YERRABI DISTRICT PARK,"(-35.178498, 149.130606)",-35.178498,149.130606
SEAT89,SEAT,WANNIASSA,WATKINS STREET - NEIGHBOURHOOD PARK,"(-35.404272, 149.087996)",-35.404272,149.087996
SEAT617,SEAT,WESTON,WESTON SHOPPING CENTRE,"(-35.34174, 149.052206)",-35.34174,149.052206
SEAT3680,SEAT,GUNGAHLIN,GUNGAHLIN CENTRAL LINEAR PARK,"(-35.186323, 149.134698)",-35.186323,149.134698
SEAT2431,SEAT,KALEEN,SANFORD PLACE NEIGHBOURHOOD PARK,"(-35.228685, 149.115923)",-35.228685,149.115923
SEAT2922,SEAT,HOLT,KIPPAX FAIR,"(-35.222247, 149.019534)",-35.222247,149.019534
SEAT2367,SEAT,HOLT,KIPPAX FAIR,"(-35.222841, 149.019934)",-35.222841,149.019934
SEAT3431,SEAT,KAMBAH,GRIFFITH PLACE PEDESTRIAN PARKLAND,"(-35.384942, 149.067544)",-35.384942,149.067544
TABL965,TABLE,BELCONNEN,GINNINDERRA PENINSULA DISTRICT PARK,"(-35.225802, 149.069275)",-35.225802,149.069275
SEAT572,SEAT,CALWELL,CALWELL SHOPPING CENTRE,"(-35.434435, 149.113413)",-35.434435,149.113413
TABL181,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.292342, 149.101148)",-35.292342,149.101148
SEAT4185,SEAT,LYNEHAM,LYNEHAM SHOPS,"(-35.252151, 149.125171)",-35.252151,149.125171
SEAT1404,SEAT,DICKSON,DICKSON SHOPPING CENTRE,"(-35.249819, 149.139193)",-35.249819,149.139193
TABL601,TABLE,GORDON,POINT HUT DISTRICT PARK,"(-35.45658, 149.083832)",-35.45658,149.083832
SEAT3919,SEAT,CASEY,JOHN CRAWFORD CRESCENT NEIGHBOUHOOD PARK,"(-35.172313, 149.093953)",-35.172313,149.093953
SEAT3385,SEAT,MAWSON,MAWSON SHOPPING CENTRE,"(-35.365057, 149.094845)",-35.365057,149.094845
SEAT4015,SEAT,FORDE,LOMAX STREET ROAD VERGE,"(-35.171717, 149.143271)",-35.171717,149.143271
SEAT660,SEAT,STIRLING,BUNBURY STREET - NEIGHBOURHOOD PARK,"(-35.34734, 149.052161)",-35.34734,149.052161
TABL317,TABLE,YARRALUMLA,WESTON PARK,"(-35.290012, 149.095538)",-35.290012,149.095538
SEAT2860,SEAT,PHILLIP,PHILLIP TOWN CENTRE,"(-35.344876, 149.085766)",-35.344876,149.085766
SEAT4401,SEAT,WARAMANGA,WARAMANGA SHOPPING CENTRE,"(-35.352679, 149.059415)",-35.352679,149.059415
SEAT1250,SEAT,LYNEHAM,LYNEHAM SHOPS,"(-35.252298, 149.124823)",-35.252298,149.124823
SEAT285,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.414825, 149.069707)",-35.414825,149.069707
SEAT3890,SEAT,CITY,RUDD STREET ROAD VERGE,"(-35.27697, 149.127163)",-35.27697,149.127163
SEAT4487,SEAT,AMAROO,AMAROO SHOPPING CENTRE,"(-35.164831, 149.132534)",-35.164831,149.132534
SEAT2678,SEAT,GRIFFITH,MANUKA SHOPPING CENTRE,"(-35.319987, 149.133401)",-35.319987,149.133401
SEAT4088,SEAT,FORDE,PAHLMAN STREET NEIGHBOURHOOD PARK,"(-35.168137, 149.146496)",-35.168137,149.146496
TABL934,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.225612, 149.063221)",-35.225612,149.063221
SEAT58,SEAT,AMAROO,ROAD VERGE - SHOALHAVEN AVENUE,"(-35.173315, 149.122395)",-35.173315,149.122395
SEAT725,SEAT,PHILLIP,WODEN TOWN PARK,"(-35.344297, 149.08846)",-35.344297,149.08846
SEAT3674,SEAT,GUNGAHLIN,GUNGAHLIN CENTRAL LINEAR PARK,"(-35.186592, 149.134776)",-35.186592,149.134776
SEAT1266,SEAT,CITY,GLEBE PARK,"(-35.281535, 149.134928)",-35.281535,149.134928
SEAT3842,SEAT,FORDE,FORDE LINK PARK,"(-35.1673, 149.142407)",-35.1673,149.142407
